Id,pred_revenue
0,4242510.803696884
1,4017901.135873748
2,3145346.153128756
3,2442066.261386702
4,2738315.898618842
5,3885791.0690758787
6,3960541.012484384
7,2495588.3327208585
8,5130168.431720888
9,3800730.7599649215
10,4522527.321544807
11,5278423.645413965
12,4214455.721781198
13,4493380.076147274
14,4441720.262730911
15,4914842.544958119
16,4823941.361843497
17,2853742.974848986
18,5103429.321398109
19,2797418.677907448
20,2442175.0733122616
21,4960566.205863849
22,4392581.327540042
23,5217486.772155121
24,4670137.048596053
25,4084993.544998916
26,3980796.137703468
27,5144685.454787663
28,2561436.1248479695
29,3840983.446205539
30,3534802.8880809913
31,2488636.680085375
32,2843051.698995422
33,4933553.39544637
34,2534276.4654963864
35,4274091.355496104
36,3777825.768291677
37,3974728.9465558613
38,3528307.7531302185
39,3408662.4392717765
40,4578460.332069874
41,4483359.891519822
42,4489961.171895982
43,5210125.646759471
44,5165049.930044318
45,4043211.6865074425
46,2457280.160012487
47,2197100.3649973595
48,4945088.949945296
49,3392204.0481864247
50,3986905.1672877036
51,2800246.5167101147
52,5627164.413331907
53,2503749.533171103
54,4419854.772279309
55,4686048.5237596575
56,5462180.268488722
57,3242951.87244847
58,4152237.068150287
59,5081980.049272853
60,2280505.5804162943
61,3501066.8175058914
62,3871953.4639897686
63,4217204.296929651
64,5192992.29462268
65,6597965.95064586
66,5023940.531705916
67,5239056.361382606
68,5604369.221082245
69,4301508.238739138
70,4486761.718751277
71,2584573.426680172
72,4702425.220366108
73,4041978.255449891
74,5442114.268541454
75,4566390.357377141
76,4737707.032196035
77,3212223.6251594503
78,4991301.20857775
79,4618635.730891847
80,4724579.050611476
81,4238786.286737571
82,3397029.3579982924
83,4951887.967956537
84,6036901.464805545
85,2160149.5438170345
86,4124046.4232762093
87,5445013.141316818
88,5469116.04445221
89,3084729.8137873956
90,5628414.554381838
91,4159870.0655039363
92,4167435.564338089
93,3030442.533356948
94,5355733.809266293
95,2796379.792739358
96,4023050.9166896576
97,4659926.847331207
98,4283190.450097102
99,4484203.371991085
100,4351920.757776081
101,2918289.4343552208
102,3422018.9734219946
103,3329166.150094547
104,4360103.853941047
105,3228994.192697323
106,4564583.422595409
107,4733749.26964498
108,4959271.777144889
109,5615122.686545813
110,5054427.080622071
111,3119659.410467311
112,5009980.68068519
113,5355447.232697312
114,4196917.859026993
115,4635395.594878314
116,2888995.991155807
117,4864399.2886001775
118,4306403.199750689
119,4877114.1845580945
120,5680223.339737785
121,4830663.4650322795
122,4226981.604158002
123,6416905.120924757
124,2474169.397745306
125,3718981.9314965373
126,5179022.327255029
127,4444542.684496284
128,3272077.892749235
129,4239905.36294474
130,2344233.981016181
131,4407420.585077051
132,4691604.196827681
133,3295327.699361539
134,4120915.5179704004
135,4237437.692494544
136,3763742.6362828584
137,3933091.644518776
138,3047409.4139482137
139,4725635.580162197
140,4875758.042624847
141,2159613.5552192423
142,4514781.509468073
143,2707236.92603774
144,4730066.443237244
145,3776425.068686097
146,4204944.837934796
147,3145680.7082573394
148,4426407.508336392
149,4740282.8775270665
150,3989205.9013374913
151,3125592.962740419
152,5442903.415142582
153,4828672.477448395
154,3794672.8367227316
155,5057545.186561787
156,4515495.473292078
157,4917688.349235951
158,3054929.7998497584
159,4474298.396556359
160,2577329.810944179
161,4631533.735841554
162,3799697.610850852
163,5400679.920820297
164,5922158.631791834
165,2882834.6710381643
166,4209764.875046242
167,2759450.627588368
168,4653822.177390363
169,5094537.38812903
170,4776433.009198122
171,2631152.9204550153
172,2887063.6029875646
173,5155378.8091430385
174,4366213.441034159
175,2786839.4928040234
176,5405096.837852621
177,4917952.645337028
178,4059158.85704915
179,3465464.3265870553
180,3691998.8765052855
181,4263325.584797835
182,5073915.072824332
183,3663685.127591999
184,4346352.216812989
185,3777953.7043269635
186,4285223.779319663
187,5156395.1300236
188,5604601.857209292
189,4136575.159545377
190,4198994.837262507
191,4730838.673493767
192,5639433.056026582
