Id,pred_revenue
0,4110664.2
1,4113331.0
2,3822749.8
3,3450077.0
4,3630251.0
5,4387613.5
6,4387613.5
7,4502157.0
8,4328142.0
9,4328142.0
10,4502157.0
11,4212157.0
12,3822749.8
13,5367666.5
14,4387613.5
15,3143287.8
16,4991710.0
17,3276719.5
18,5328018.5
19,4278709.0
20,3630251.0
21,4110664.2
22,3447840.2
23,5652293.5
24,3630251.0
25,3559258.2
26,3680133.0
27,4275935.5
28,3633021.8
29,4110664.2
30,3450077.0
31,3447840.2
32,3633021.8
33,4557647.5
34,3276719.5
35,4387613.5
36,3906646.8
37,3447840.2
38,3680133.0
39,3447840.2
40,5441421.5
41,3680133.0
42,4740889.5
43,4619743.5
44,4296172.5
45,4331445.5
46,2819468.8
47,3447840.2
48,5097955.0
49,5101262.0
50,4844937.0
51,4502157.0
52,4110664.2
53,3276719.5
54,3906646.8
55,4387613.5
56,5328018.5
57,4502157.0
58,4387613.5
59,5441421.5
60,3447840.2
61,3276719.5
62,3630251.0
63,3874833.2
64,3680133.0
65,5729304.0
66,5101262.0
67,4275935.5
68,4502157.0
69,4387613.5
70,3680133.0
71,3276719.5
72,5441421.5
73,3447840.2
74,4024995.2
75,3106676.0
76,3633021.8
77,3496642.8
78,3559258.2
79,4113331.0
80,6352293.5
81,4619743.5
82,4275935.5
83,4619743.5
84,4275935.5
85,3447840.2
86,4110664.2
87,3680133.0
88,3630251.0
89,4502157.0
90,4798773.0
91,4798773.0
92,3799057.2
93,4991710.0
94,4387613.5
95,3630251.0
96,4110664.2
97,3680133.0
98,4387613.5
99,4387613.5
100,4864711.5
101,4110664.2
102,3630251.0
103,3447840.2
104,4387613.5
105,3539334.8
106,5367666.5
107,4212157.0
108,4557647.5
109,4864711.5
110,4805482.5
111,4740889.5
112,5097955.0
113,3799057.2
114,3630251.0
115,5441421.5
116,3276719.5
117,5441421.5
118,4387613.5
119,4502157.0
120,5097955.0
121,5097955.0
122,3680133.0
123,5367666.5
124,3447840.2
125,4557647.5
126,5441421.5
127,3906646.8
128,3822749.8
129,3630251.0
130,2985345.5
131,3447840.2
132,5652293.5
133,3382607.8
134,4805482.5
135,4387613.5
136,3906646.8
137,3630251.0
138,3447840.2
139,3732223.2
140,4740889.5
141,2987282.2
142,5122082.5
143,3630251.0
144,4387613.5
145,3168641.8
146,4387613.5
147,3355061.5
148,3450077.0
149,4110664.2
150,4387613.5
151,4110664.2
152,3630251.0
153,3822749.8
154,3680133.0
155,5951332.5
156,4740889.5
157,5097955.0
158,3276719.5
159,4110664.2
160,3276719.5
161,3532968.0
162,3680133.0
163,5097955.0
164,5060299.5
165,3447840.2
166,5951332.5
167,4740889.5
168,3799057.2
169,5097955.0
170,5097955.0
171,3447840.2
172,4502157.0
173,4110664.2
174,4619743.5
175,4502157.0
176,4798773.0
177,4328142.0
178,3447840.2
179,3630251.0
180,3680133.0
181,4296172.5
182,3825229.5
183,4502157.0
184,4564019.5
185,4110664.2
186,3680133.0
187,3630251.0
188,5951332.5
189,4557647.5
190,3559258.2
191,5097955.0
192,6033107.5
193,4502157.0
194,4564019.5
195,4275935.5
196,4063715.2
197,3447840.2
198,3447840.2
199,4387613.5
200,4619743.5
201,3447840.2
202,3532968.0
203,3799057.2
204,4864711.5
205,4212157.0
206,5122082.5
207,3447840.2
208,3630251.0
209,4387613.5
210,4844937.0
211,4387613.5
212,3822749.8
213,3447840.2
214,4991710.0
215,3276719.5
216,3906646.8
217,3630251.0
218,5097955.0
219,3633021.8
220,5122082.5
221,5441421.5
222,5328018.5
223,4387613.5
224,3447840.2
225,4502157.0
226,3822749.8
227,6352293.5
228,3447840.2
229,5441421.5
230,4328142.0
231,5951332.5
232,4063715.2
233,5097955.0
234,3822749.8
235,5729304.0
236,4110664.2
237,4387613.5
238,3822749.8
239,4024995.2
240,3276719.5
241,4557647.5
242,3447840.2
243,4110664.2
244,4502157.0
245,4743965.0
246,4387613.5
247,3906646.8
248,3680133.0
249,4557647.5
250,3447840.2
251,3630251.0
252,5060299.5
253,4387613.5
254,4387613.5
255,4024995.2
256,4110664.2
257,3946282.8
258,3680133.0
259,4864711.5
260,3447840.2
261,4063715.2
262,4740889.5
263,3447840.2
264,3447840.2
265,4024995.2
266,4328142.0
267,4387613.5
268,4502157.0
269,4387613.5
270,3382607.8
271,3447840.2
272,4275935.5
273,3906646.8
274,4110664.2
275,4110664.2
276,4502157.0
277,4387613.5
278,5951332.5
279,4328142.0
280,5097955.0
281,3822749.8
282,2679534.8
283,4212157.0
284,5441421.5
285,3447840.2
286,3630251.0
287,4328142.0
288,4991710.0
289,3276719.5
290,4844937.0
291,5097955.0
292,3447840.2
293,4844937.0
294,3680133.0
295,4502157.0
296,4805482.5
297,5729304.0
298,4275935.5
299,5367666.5
300,5367666.5
301,4844937.0
302,4110664.2
303,4864711.5
304,5371763.0
305,4502157.0
306,3382607.8
307,4110664.2
308,3447840.2
309,4864711.5
310,3276719.5
311,4387613.5
312,3145686.8
313,3630251.0
314,3276719.5
315,3630251.0
316,3143287.8
317,4619743.5
318,5122082.5
319,4505593.0
320,4505593.0
321,3276719.5
322,2766124.8
323,4024995.2
324,4063715.2
325,4991710.0
326,5097955.0
327,4063715.2
328,4387613.5
329,4805482.5
