Id,pred_revenue
0,4192726.3011877416
1,4576453.226660858
2,2879378.014358649
3,2879581.0519563826
4,3249895.837066306
5,4687280.501930373
6,3835818.55247963
7,2883971.6761853206
8,5071434.192467503
9,4625363.377999481
10,4632459.957126753
11,4093087.5481850784
12,4242391.577537253
13,4658294.783066754
14,3968369.0203792374
15,4089852.981438844
16,3912864.4449336063
17,3405133.1909536878
18,4313798.873601758
19,3513660.457776369
20,2323488.8008854454
21,4833745.141686904
22,4040438.720316364
23,5202353.783148767
24,5391853.17024956
25,4189816.608716132
26,4033426.785387508
27,5147454.411948635
28,3072154.423958689
29,4288581.292978757
30,3105237.475731402
31,2751130.7446308834
32,3287052.266280417
33,4528662.646500578
34,3099997.7007808895
35,3916510.6857231637
36,3580063.3192595937
37,4438328.473579934
38,3919645.6802090546
39,3207607.3782977997
40,4478765.007442334
41,4140015.3143723505
42,4626350.949715871
43,5137182.0782960495
44,4842513.280530943
45,4498204.003277377
46,2688562.5714152623
47,2462245.1405354077
48,4166928.3635171503
49,3249425.208960271
50,3570409.1637933417
51,3246044.2745850673
52,4752758.134960246
53,2962964.6401685635
54,3988787.187555577
55,4461062.194595893
56,5440585.045851203
57,3336033.438184222
58,4099717.4128281055
59,4850165.938145028
60,2425827.1090734857
61,3846820.4955558577
62,4192303.4395310367
63,4027275.4603491225
64,4530213.718218747
65,5064850.345934916
66,4698548.346814532
67,4217337.205461598
68,4457929.187327086
69,4639394.348958111
70,4303783.5533772735
71,2706871.740764761
72,4184252.778850599
73,3934311.1181609263
74,4580659.350014904
75,4169494.2811414087
76,4355444.143535219
77,3457361.140602385
78,4517308.093563586
79,4609491.383310086
80,4969129.228812188
81,4570907.60848029
82,3233877.367293367
83,4526294.263940038
84,4400244.967271237
85,2080411.857880977
86,4402563.457870221
87,4663011.195319012
88,4385448.097227424
89,2927868.326188097
90,5412698.357215339
91,3971813.119812186
92,3669059.679913079
93,3349300.8048520074
94,4670730.731205463
95,3143962.455038202
96,4399542.440242117
97,4374607.016620473
98,4174802.4959936133
99,4636468.421610545
100,4413799.535942354
101,3040910.6505477596
102,3359703.8257606737
103,2986103.861204638
104,3980659.059210528
105,3239766.750573179
106,4990655.543591018
107,4378284.870026226
108,4849621.592086752
109,5020132.569400789
110,4845897.731828998
111,3063396.1021597646
112,4106710.0744549
113,4243056.868690854
114,4605067.196560969
115,4637109.043941187
116,3022967.110025516
117,4571229.950033063
118,4625212.0060692625
119,4228140.445205458
120,5025435.11619216
121,4798020.344194746
122,4150986.5793109643
123,5378053.34144396
124,2923694.04642427
125,4203821.258122508
126,4663725.212275842
127,4318578.3192764325
128,2994000.8852388067
129,4213383.308848929
130,2319898.311528012
131,4291077.335571881
132,4635996.016248766
133,3069961.4146961486
134,4303260.502857632
135,4199490.173609911
136,3419123.6171841836
137,3919487.9780220427
138,3269392.231239904
139,4582360.398711457
140,4768611.662095399
141,2437152.981303613
142,4787635.854928126
143,2340356.5168332024
144,5134422.189821898
145,3465016.050156997
146,4665377.104636756
147,3231669.128378121
148,4456819.132870157
149,4199945.014394639
150,3897581.146808126
151,3437678.744583447
152,4079383.4654371506
153,4639650.058681636
154,3571779.7621523454
155,5030252.451328982
156,4606926.800187036
157,4453397.178241116
158,3274594.499910639
159,4664783.359845875
160,3062495.892369474
161,3960696.871160453
162,3619005.523914009
163,4850410.004399705
164,4297494.401792937
165,2746986.101394366
166,4033654.9290608913
167,3160660.202335248
168,4069284.6275894367
169,4982471.501439995
170,4969057.060150843
171,2872721.9693917
172,3275298.1642536093
173,4280159.558449198
174,4041232.0653447215
175,2586092.4870713823
176,5003611.608508404
177,4795420.02585256
178,3823403.9462481
179,3510365.240383911
180,3785003.0805638465
181,4675551.345443574
182,4990386.87798272
183,3701310.3510337663
184,4331003.934747027
185,3726329.447852343
186,4019561.9341596332
187,4930818.282143394
188,5710589.887588016
189,4045378.5638157493
190,4429737.743950729
191,4614346.019379437
192,4881339.521571525
193,3369366.840370503
194,3861037.118070749
195,4382570.5253905915
196,3575948.5324881007
197,2272769.675087813
198,3407157.9631725503
199,4404982.906222973
200,3684172.2815228933
201,3753960.9471726557
202,4313658.24321687
