Id,pred_revenue
0,3922282.118632471
1,4074687.2221198557
2,3188169.87876269
3,3278649.450861039
4,3813088.3927663704
5,3981506.810706005
6,4232446.83558097
7,3433978.7562287617
8,4445540.438725774
9,3608608.102443856
10,4414197.867086127
11,4765420.874583736
12,4221327.81545001
13,4230497.160828795
14,3930358.3670353894
15,3902748.292172858
16,4752942.990865775
17,3588145.424737978
18,4942213.716385025
19,3280153.7714138636
20,3200824.289029534
21,4574628.197577053
22,4359697.019449694
23,4707523.180171049
24,5468040.837300059
25,3926239.123511252
26,4134148.1832882697
27,4351975.137412554
28,3310087.200456312
29,3870599.035335272
30,3805165.3819240467
31,3003946.7303460906
32,3192407.6281390446
33,4141962.4461737564
34,2913093.6292326003
35,3922239.3607641044
36,4025397.989818112
37,4574702.715328033
38,3606248.3120711343
39,3351205.0658681015
40,3869654.015352872
41,4015382.8303665216
42,4668985.360840343
43,4347652.975580008
44,4758289.897835153
45,4451374.552684844
46,2929685.1251147254
47,2870657.671972325
48,4117982.3089290215
49,3602902.5015084655
50,3641813.6709463885
51,3374812.8466677736
52,4102209.0847499846
53,3446193.471887973
54,3617292.6971708476
55,4512272.643815707
56,4975091.441389618
57,3669915.149168588
58,4234820.688609995
59,4947027.209732434
60,3309416.3931202963
61,4000768.0798454294
62,3560177.618223686
63,3927767.8244475434
64,4728555.740100993
65,5237095.311143799
66,4614990.912485404
67,5471898.782867305
68,4431749.069685063
69,4499570.578660052
70,3771302.7692537797
71,3304163.6330457386
72,4157057.147622215
73,3776011.152153865
74,4761108.616102292
75,3699061.741539946
76,4402622.26816387
77,3957821.800412157
78,4482225.13640897
79,4029233.350998292
80,4587255.70702197
81,4172259.8025488383
82,3603702.563757416
83,3867493.4735695207
84,5166618.005611923
85,3008325.370552941
86,4258225.703211163
87,4671875.423221813
88,4245432.934938566
89,3557204.501106355
90,4890458.360687279
91,4152048.724235941
92,3767022.9601803534
93,3669351.0088961017
94,4069766.684933364
95,3431260.013052327
96,4144016.778667635
97,4321004.159659245
