Id,pred_revenue
0,3699625.2369089425
1,3593365.4183291844
2,3362275.2953691343
3,3506416.7698501823
4,3645857.6801840332
5,3705165.297423957
6,3783362.396996358
7,3648747.6442953874
8,4312284.493332067
9,2881407.141645356
10,3646856.7166349855
11,3768466.70980201
12,3803494.6302354145
13,3943174.1569286482
14,3920156.1164219063
15,4571219.856656007
16,4558446.1263722
17,3623540.9879520466
18,4627056.930105634
19,3574667.5995211536
20,3436240.0849137055
21,4748271.766120399
22,3704852.221033146
23,4126795.4408947607
24,3984069.41981954
25,3847867.606458955
26,3530662.847914957
27,3814455.4793977025
28,3346242.5138158863
29,3270677.663626359
30,3892073.7245029034
31,3168752.5914033432
32,3408844.198126427
33,4597396.312173622
34,3190126.18564476
35,3966001.7556167035
36,3739085.4676536256
37,4537316.943583777
38,3598691.6960272538
39,3215659.9068153794
40,3766353.9593909984
41,3681861.1788501353
42,3842924.698624388
43,4450692.907273609
44,4245196.097271536
45,3621035.711868489
46,3608307.8636511583
47,3132000.380822916
48,3965875.5254458687
49,3422548.0025308095
50,3676836.1518712193
51,3791768.9474923997
52,4152826.4407994095
53,3494863.641911566
54,3569862.7960692057
55,4203181.4446998425
56,3723345.480612122
57,3713886.9294866617
58,3876180.3870649654
59,3978834.2223521504
60,3424865.81992857
61,3459775.2676148796
62,3669283.1097120643
63,3856602.8151247134
64,3859894.286704953
65,4391298.487815151
66,3663845.11285212
67,4671470.251674705
68,5176442.101479293
69,4288842.859252301
70,4012987.0461140703
71,3430587.3075085836
72,3662038.616551885
73,3363681.415921567
74,4010345.5277028964
75,3737247.847129277
76,3906477.53467678
77,3629192.6450173985
78,3820919.0183361038
79,3790297.05603436
80,4030489.6687887125
81,4226424.523730746
82,3614731.722273774
83,3890901.659602373
84,5111102.11954731
85,3356258.2029199027
86,4380681.961066594
87,4245152.109463788
88,3344689.8147294195
89,3891423.443095906
90,3929426.0986636397
91,3803915.186635496
92,3506924.520408228
93,3649122.2757460866
94,4506892.485429999
95,3452802.6572272303
96,3774423.211960045
97,3944848.5954016433
98,3864402.7413996337
99,4303760.204035198
100,4482963.281593603
101,3535678.108452459
102,3215155.8024165463
103,3524256.271818933
104,3856271.5885849786
105,3533784.51503555
106,3439599.81146055
107,4129612.809311574
108,3854845.59868044
109,3723564.369599287
110,3678334.865426501
111,3907372.2415995197
112,4885804.134604751
113,3866704.712605373
114,3832619.4296049415
115,3819490.6420015227
116,3639294.866996292
117,4105965.2279310296
118,3718617.2258937852
119,3194834.0725973453
120,4868275.178237911
121,3779385.02385183
122,4096770.386148755
123,4229189.3060581805
124,3610023.115719923
125,3690766.102375157
126,3402678.180090744
127,3648558.55187717
128,3644524.304344131
129,3769444.417981316
130,3472584.7014529607
131,3441552.3899264224
132,3563465.589498393
133,3534775.1051121596
134,3594146.6043213205
135,3183209.165626873
136,3718003.7583717383
137,3415130.2358011384
138,4137067.2784278146
139,3705063.877450492
140,4883119.264168228
141,3545038.376124014
142,4152503.268316594
143,3452305.428418066
144,4367936.398099959
145,3891437.8153867587
146,3566008.0075671324
147,3789603.265249986
148,3791245.8600415615
149,3940298.3211600785
150,3466021.1380512966
151,3370292.911765293
152,4699618.217224072
153,4898051.773885361
154,3618892.8675738797
155,3671243.5932029285
156,3745514.5948821544
157,4831300.459454577
158,3785413.7253803853
159,3695000.683899387
160,3604129.4020957127
161,4003998.703415359
162,3884005.5923782825
163,4220227.454279175
164,3447246.292676118
165,3513831.837346133
166,3362394.5712399934
167,3363457.0120139904
168,4342771.098652789
169,4700050.854250144
170,3722244.9574933453
171,3406448.883702501
172,3356969.9295406556
173,3745131.864955839
174,4413153.590697476
175,3407358.569590449
176,4915806.908382015
177,4075716.5381920747
178,3684697.3941575577
179,3304114.111955798
180,3972832.369675702
181,3926278.410501105
182,3638803.501970383
183,3434411.7016879446
184,3769376.6567913378
185,3493765.964722648
186,3722789.863207591
187,4010277.808845161
188,3946047.743979176
189,3863708.4681785703
190,3929511.2728185314
191,3929121.8763795528
192,4048307.0511208153
193,3786347.806215214
194,4117519.1878930936
195,3608158.4880023035
196,3681531.3003250584
197,3633466.79966291
198,3732796.842483968
199,4281876.380249162
200,3708947.146875123
201,3304884.50276461
202,4026987.024973597
203,4352437.837342059
204,3839365.1126866057
205,4356183.420356895
206,4614100.5979779055
207,3832619.4296049415
208,4378932.864668533
209,3718931.4654880506
210,4054738.668354831
211,3820127.6626069723
212,3615410.202492717
213,3661591.5259351335
214,4796314.208269546
215,3514580.6865474163
216,4101775.5889414814
217,4643944.850533041
218,4050373.030143774
219,3686289.926947225
220,4343783.924715561
221,3930600.6221189764
222,4080376.0106179835
223,4019850.6774806064
224,4313971.450358715
225,3480422.6029182603
226,3515899.89475455
227,4250589.883326036
228,3385351.004966023
229,4929957.366147936
230,3977055.6069652103
231,5005824.194590045
232,3937528.942919689
233,3519548.35652633
234,3627173.5464375303
235,3851578.4182081325
236,4482243.188751885
237,3982165.7175252107
238,3474666.2590723387
239,3143088.4531999053
240,3710000.657542016
241,3672024.1218285165
242,3563259.324935726
243,3148027.5854921425
244,4020071.41225768
245,3836944.1967466054
246,3729688.8970173043
247,3927608.13059684
248,3431819.4174760776
249,3318293.242616011
250,3300985.3240754646
251,3859500.358777212
252,3523189.78280128
253,3940931.6037513167
254,4209788.530693076
255,4035827.91563735
256,4327495.146331365
257,3714559.295719147
258,3365808.8604215407
259,3743915.4855667753
260,3704852.221033146
261,3351982.801699587
262,3694596.265147087
263,3674759.220222707
264,3416116.950021356
265,4099266.5216779066
266,3680128.2652764134
267,4657379.8588925665
268,3220288.3318195352
269,3436884.4673319976
270,3434257.9377746354
271,3344806.805478473
272,4908677.277507219
273,3725540.063211405
274,3398370.910498019
275,4533112.72002733
276,4236652.441860048
277,4047364.450488764
278,3627737.600800147
279,4530466.984495927
280,4236519.850074169
281,3599505.0541771147
282,3344226.7419516607
283,3846771.521382054
284,4090697.880487665
285,3522994.5335934875
286,3464341.8371339375
287,3462486.603693322
288,4000716.292305302
289,3555650.9393541454
290,3503610.2721278933
291,3724099.2441733917
292,3401086.4640323063
293,3647923.5791800576
294,3673363.6720823403
295,4897384.674870159
296,4424190.623870093
297,4243920.12687197
298,4399432.594613817
299,4497337.460319266
300,3704181.278172294
301,3500848.836527112
302,4262058.609051047
303,4562114.82582436
304,3663147.5346448612
305,5520766.089519913
306,3627388.3778146906
307,3807688.4408646906
308,3148368.468783528
309,3591317.4020127193
310,3741321.6510368865
311,3891674.1694956464
312,3497216.394967072
313,3769444.417981316
314,3110581.050287473
315,3887185.296225685
316,3428585.216952832
317,3794466.516465556
318,3932391.782514702
319,3914542.159857139
320,3646275.801422465
321,3606195.6112609487
322,3758680.188144834
323,4218711.408861005
324,3915600.8602332026
325,3395205.3379225805
326,4110177.014500173
327,4450963.868019472
328,3790445.7762058205
329,3870501.1195147624
330,3331302.6779610873
331,4885804.134604751
332,3945899.1797052436
333,4240783.934729492
334,4699085.213905296
335,4078139.8389725373
336,3377332.1612105607
337,3991630.898823612
338,3645376.2267751214
339,3608699.7397583327
340,3306216.1678256276
341,3841546.205744914
342,3389761.426243268
343,4917072.85651383
344,4486705.547423973
345,3711127.1492812764
346,3612726.937531204
347,4162442.2580251643
348,3258681.837928092
349,4407989.799879717
350,3707273.4051526017
351,4518107.957493693
352,4283479.689050414
353,3835170.556815059
354,3817447.8665073076
355,3680744.9393264386
356,4275707.622843719
357,3914043.9834893355
358,3767148.985036978
359,3938132.8769423594
360,3769444.417981316
361,4149361.556303789
362,3658224.3030331437
363,3744133.4490728737
364,4212016.018411735
365,3639188.6379943425
366,3519915.137949934
367,3455449.47971484
368,3643150.7611259334
369,4425727.401943283
370,3679290.821372855
371,3943522.813729141
372,4164493.515885413
373,4711774.721097767
374,3639760.3004413624
375,3809314.382432702
376,3829934.8040869394
377,3644303.7677181363
378,4588069.384056741
379,3744343.2795534134
380,3620815.577001177
381,3533026.9096711082
382,3604663.87248724
383,4615194.939310677
384,3630658.5982050453
385,4385601.210708891
386,3603852.0591897564
387,4042373.8454005313
388,3570464.3086268264
389,3897479.743204532
390,4248539.404186012
391,3728932.3743108017
392,3563880.50547995
393,3966802.195545399
394,3933650.968918185
395,3527906.600992537
396,4079257.9549110797
397,3949935.2138362057
398,4276926.987637348
399,3763631.1670067
400,3721427.934298026
401,4423525.261119816
402,3410450.244519869
403,4677375.252550572
404,3603060.7765730694
405,3767134.4019744815
406,3933951.0374887977
407,3890901.659602373
408,3374053.7232225193
409,3749329.4854693133
410,3393603.4381230986
411,3750568.0928163123
412,3647771.8765645456
413,4347241.342269025
414,4118095.087173513
415,3853495.587689373
416,4177034.8171653277
417,3450342.835165496
418,3544291.1902188533
419,3590954.104242362
420,3803182.939141836
421,3960569.2179478863
422,4014460.60831188
423,3530181.9828682295
424,3704188.1192326527
425,3919617.965619329
426,3754658.219302019
427,3643209.832672746
428,4354676.666908776
429,3643209.832672746
430,3560623.763305494
431,3866916.0241090874
432,3284853.4746866603
433,3938911.290640215
434,3771241.381157503
435,3829069.684337516
436,3466914.422715228
437,3511274.876720987
438,3578892.686326688
439,3684914.9512544256
440,3895348.593200313
441,3755058.45984534
442,4187370.0603883807
443,5154428.045610595
444,3468338.866868649
